"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"1";"2025-01-08 12:03:21";"Rési doigts";"43";"Pyramide échauffement doigts";"1";"40.0";"3";"";"";"";"";""
"1";"2025-01-08 12:03:21";"Rési doigts";"43";"Pyramide échauffement doigts";"2";"40.0";"5";"";"";"";"";""
"1";"2025-01-08 12:03:21";"Rési doigts";"43";"Rési Doigts";"1";"22.0";"3";"";"";"";"";""
"1";"2025-01-08 12:03:21";"Rési doigts";"43";"Rési Doigts";"2";"22.0";"3";"";"";"";"";""
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Pyramide échauffement doigts";"1";"40.0";"4";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Pyramide échauffement doigts";"2";"40.0";"5";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts Crimp";"1";"42.0";"3";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts Crimp";"2";"42.0";"2";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts Crimp";"3";"40.0";"4";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts Crimp";"4";"40.0";"4";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts Crimp";"5";"40.0";"2";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts Crimp";"1";"42.0";"3";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts Crimp";"2";"42.0";"4";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts Crimp";"3";"42.0";"5";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts Crimp";"4";"42.0";"4";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts Crimp";"5";"42.0";"3";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts 3 finger drag";"1";"32.0";"3";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts 3 finger drag";"2";"32.0";"4";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts 3 finger drag";"3";"32.0";"4";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts 3 finger drag";"4";"32.0";"3";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts 3 finger drag";"1";"32.0";"3";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts 3 finger drag";"2";"32.0";"5";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts 3 finger drag";"3";"32.0";"5";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts 3 finger drag";"4";"32.0";"5";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts Pinch";"1";"22.0";"3";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts Pinch";"2";"22.0";"3";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts Pinch";"3";"22.0";"2";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts Pinch";"1";"22.0";"3";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts Pinch";"2";"22.0";"3";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts Pinch";"3";"22.0";"2";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts Sloper";"1";"15.0";"5";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts Sloper";"2";"15.0";"5";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts Sloper";"3";"15.0";"4";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts Sloper";"1";"15.0";"5";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts Sloper";"2";"15.0";"5";"";"";"";"";"Force Doigts"
"2";"2025-01-10 09:44:07";"Force Doigts";"5077";"Force Doigts Sloper";"3";"15.0";"5";"";"";"";"";"Force Doigts"
"3";"2025-01-10 11:11:33";"Muscu";"3712";"Pull Up";"W";"20.0";"5";"";"";"";"";""
"3";"2025-01-10 11:11:33";"Muscu";"3712";"Pull Up";"1";"25.0";"4";"";"";"";"";""
"3";"2025-01-10 11:11:33";"Muscu";"3712";"Pull Up";"2";"25.0";"3";"";"";"";"";""
"3";"2025-01-10 11:11:33";"Muscu";"3712";"Pull Up";"3";"25.0";"3";"";"";"";"";""
"3";"2025-01-10 11:11:33";"Muscu";"3712";"Handstand Push Up";"Note";"";"";"";"";"";"Negative, 1 half positive ";""
"3";"2025-01-10 11:11:33";"Muscu";"3712";"Handstand Push Up";"1";"0.0";"3";"";"";"";"";""
"3";"2025-01-10 11:11:33";"Muscu";"3712";"Handstand Push Up";"2";"0.0";"3";"";"";"";"";""
"3";"2025-01-10 11:11:33";"Muscu";"3712";"Handstand Push Up";"3";"0.0";"3";"";"";"";"";""
"3";"2025-01-10 11:11:33";"Muscu";"3712";"Hanging Knee Raise";"1";"";"5";"";"";"";"";""
"3";"2025-01-10 11:11:33";"Muscu";"3712";"Hanging Knee Raise";"2";"";"5";"";"";"";"";""
"3";"2025-01-10 11:11:33";"Muscu";"3712";"Hanging Knee Raise";"3";"";"5";"";"";"";"";""
"3";"2025-01-10 11:11:33";"Muscu";"3712";"Push Up";"Note";"";"";"";"";"";"One arm on chair";""
"3";"2025-01-10 11:11:33";"Muscu";"3712";"Push Up";"1";"0.0";"5";"";"";"";"";""
"3";"2025-01-10 11:11:33";"Muscu";"3712";"Push Up";"2";"0.0";"5";"";"";"";"";""
"3";"2025-01-10 11:11:33";"Muscu";"3712";"Push Up";"3";"0.0";"5";"";"";"";"";""
"3";"2025-01-10 11:11:33";"Muscu";"3712";"Chest Dip";"1";"0.0";"5";"";"";"";"";""
"3";"2025-01-10 11:11:33";"Muscu";"3712";"Chest Dip";"2";"0.0";"3";"";"";"";"";""
"3";"2025-01-10 11:11:33";"Muscu";"3712";"Chest Dip";"3";"0.0";"3";"";"";"";"";""
"3";"2025-01-10 11:11:33";"Muscu";"3712";"Push-ups taps";"Note";"";"";"";"";"";"Less than middle ";""
"3";"2025-01-10 11:11:33";"Muscu";"3712";"Push-ups taps";"1";"0.0";"5";"";"";"";"";""
"3";"2025-01-10 11:11:33";"Muscu";"3712";"Push-ups taps";"2";"0.0";"4";"";"";"";"";""
"3";"2025-01-10 11:11:33";"Muscu";"3712";"Push-ups taps";"3";"0.0";"4";"";"";"";"";""
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Pyramide échauffement doigts";"1";"40.0";"5";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Pyramide échauffement doigts";"2";"40.0";"5";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts Crimp";"1";"40.0";"3";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts Crimp";"2";"40.0";"3";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts Crimp";"3";"40.0";"3";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts Crimp";"4";"40.0";"3";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts Crimp";"5";"40.0";"3";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts Crimp";"1";"42.0";"5";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts Crimp";"2";"42.0";"5";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts Crimp";"3";"42.0";"4";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts Crimp";"4";"42.0";"5";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts Crimp";"5";"42.0";"3";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts 3 finger drag";"1";"32.0";"4";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts 3 finger drag";"2";"32.0";"4";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts 3 finger drag";"3";"32.0";"4";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts 3 finger drag";"4";"32.0";"4";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts 3 finger drag";"1";"32.0";"5";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts 3 finger drag";"2";"32.0";"5";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts 3 finger drag";"3";"32.0";"5";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts 3 finger drag";"4";"32.0";"5";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts Pinch";"1";"22.0";"3";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts Pinch";"2";"22.0";"3";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts Pinch";"3";"22.0";"3";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts Pinch";"1";"22.0";"3";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts Pinch";"2";"22.0";"3";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts Pinch";"3";"22.0";"3";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts Sloper";"1";"15.0";"5";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts Sloper";"2";"15.0";"5";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts Sloper";"3";"15.0";"5";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts Sloper";"1";"15.0";"5";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts Sloper";"2";"15.0";"5";"";"";"";"";"Force Doigts"
"4";"2025-01-14 09:33:49";"Force Doigts";"5471";"Force Doigts Sloper";"3";"15.0";"5";"";"";"";"";"Force Doigts"
"5";"2025-01-14 11:10:23";"Muscu";"3893";"Pull Up";"W";"20.0";"5";"";"";"";"";""
"5";"2025-01-14 11:10:23";"Muscu";"3893";"Pull Up";"1";"25.0";"4";"";"";"";"";""
"5";"2025-01-14 11:10:23";"Muscu";"3893";"Pull Up";"2";"25.0";"4";"";"";"";"";""
"5";"2025-01-14 11:10:23";"Muscu";"3893";"Pull Up";"3";"25.0";"3";"";"";"";"";""
"5";"2025-01-14 11:10:23";"Muscu";"3893";"Handstand Push Up";"Note";"";"";"";"";"";"Negative ";""
"5";"2025-01-14 11:10:23";"Muscu";"3893";"Handstand Push Up";"1";"0.0";"3";"";"";"";"";""
"5";"2025-01-14 11:10:23";"Muscu";"3893";"Handstand Push Up";"2";"0.0";"3";"";"";"";"";""
"5";"2025-01-14 11:10:23";"Muscu";"3893";"Handstand Push Up";"3";"0.0";"3";"";"";"";"";""
"5";"2025-01-14 11:10:23";"Muscu";"3893";"Hanging Knee Raise";"1";"";"5";"";"";"";"";""
"5";"2025-01-14 11:10:23";"Muscu";"3893";"Hanging Knee Raise";"2";"";"5";"";"";"";"";""
"5";"2025-01-14 11:10:23";"Muscu";"3893";"Hanging Knee Raise";"3";"";"5";"";"";"";"";""
"5";"2025-01-14 11:10:23";"Muscu";"3893";"Push Up";"Note";"";"";"";"";"";"One arm on chair";""
"5";"2025-01-14 11:10:23";"Muscu";"3893";"Push Up";"1";"0.0";"5";"";"";"";"";""
"5";"2025-01-14 11:10:23";"Muscu";"3893";"Push Up";"2";"0.0";"5";"";"";"";"";""
"5";"2025-01-14 11:10:23";"Muscu";"3893";"Push Up";"3";"0.0";"5";"";"";"";"";""
"5";"2025-01-14 11:10:23";"Muscu";"3893";"Chest Dip";"1";"0.0";"5";"";"";"";"";""
"5";"2025-01-14 11:10:23";"Muscu";"3893";"Chest Dip";"2";"0.0";"3";"";"";"";"";""
"5";"2025-01-14 11:10:23";"Muscu";"3893";"Chest Dip";"3";"0.0";"3";"";"";"";"";""
"5";"2025-01-14 11:10:23";"Muscu";"3893";"Push-ups taps";"Note";"";"";"";"";"";"Less than middle ";""
"5";"2025-01-14 11:10:23";"Muscu";"3893";"Push-ups taps";"1";"0.0";"5";"";"";"";"";""
"5";"2025-01-14 11:10:23";"Muscu";"3893";"Push-ups taps";"2";"0.0";"4";"";"";"";"";""
"5";"2025-01-14 11:10:23";"Muscu";"3893";"Push-ups taps";"3";"0.0";"4";"";"";"";"";""
"6";"2025-01-18 12:29:51";"Rési doigts";"1853";"Pyramide échauffement doigts";"1";"40.0";"4";"";"";"";"";""
"6";"2025-01-18 12:29:51";"Rési doigts";"1853";"Pyramide échauffement doigts";"2";"40.0";"5";"";"";"";"";""
"6";"2025-01-18 12:29:51";"Rési doigts";"1853";"Rési Doigts";"1";"22.0";"4";"";"";"";"";""
"6";"2025-01-18 12:29:51";"Rési doigts";"1853";"Rési Doigts";"2";"22.0";"4";"";"";"";"";""
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Pyramide échauffement doigts";"1";"40.0";"5";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Pyramide échauffement doigts";"2";"40.0";"5";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts Crimp";"1";"40.0";"4";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts Crimp";"2";"40.0";"3";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts Crimp";"3";"40.0";"4";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts Crimp";"4";"40.0";"2";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts Crimp";"5";"40.0";"2";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts Crimp";"1";"42.0";"4";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts Crimp";"2";"42.0";"5";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts Crimp";"3";"42.0";"4";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts Crimp";"4";"42.0";"4";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts Crimp";"5";"42.0";"3";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts 3 finger drag";"1";"32.0";"5";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts 3 finger drag";"2";"32.0";"5";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts 3 finger drag";"3";"32.0";"5";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts 3 finger drag";"4";"32.0";"4";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts 3 finger drag";"1";"34.0";"3";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts 3 finger drag";"2";"34.0";"3";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts 3 finger drag";"3";"34.0";"4";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts 3 finger drag";"4";"34.0";"3";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts Pinch";"1";"22.0";"3";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts Pinch";"2";"22.0";"3";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts Pinch";"3";"22.0";"3";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts Pinch";"1";"22.0";"3";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts Pinch";"2";"22.0";"3";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts Pinch";"3";"22.0";"3";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts Sloper";"1";"15.0";"5";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts Sloper";"2";"15.0";"5";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts Sloper";"3";"15.0";"5";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts Sloper";"1";"15.0";"5";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts Sloper";"2";"15.0";"5";"";"";"";"";"Force Doigts"
"7";"2025-01-20 10:54:44";"Force Doigts";"4109";"Force Doigts Sloper";"3";"15.0";"5";"";"";"";"";"Force Doigts"
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Pull Up";"W";"20.0";"5";"";"";"";"";""
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Pull Up";"1";"25.0";"4";"";"";"";"";""
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Pull Up";"2";"25.0";"4";"";"";"";"";""
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Pull Up";"3";"25.0";"3";"";"";"";"";""
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Handstand Push Up";"Note";"";"";"";"";"";"Negative ";""
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Handstand Push Up";"1";"0.0";"3";"";"";"";"";""
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Handstand Push Up";"2";"0.0";"3";"";"";"";"";""
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Handstand Push Up";"3";"0.0";"3";"";"";"";"";""
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Hanging Knee Raise";"1";"";"5";"";"";"";"";""
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Hanging Knee Raise";"2";"";"5";"";"";"";"";""
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Hanging Knee Raise";"3";"";"5";"";"";"";"";""
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Push Up";"Note";"";"";"";"";"";"One arm on chair";""
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Push Up";"1";"0.0";"5";"";"";"";"";""
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Push Up";"2";"0.0";"5";"";"";"";"";""
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Push Up";"3";"0.0";"5";"";"";"";"";""
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Push Up";"Note";"";"";"";"";"";"One arm on chair";""
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Push Up";"1";"0.0";"5";"";"";"";"";""
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Push Up";"2";"0.0";"5";"";"";"";"";""
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Push Up";"3";"0.0";"5";"";"";"";"";""
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Chest Dip";"1";"0.0";"5";"";"";"";"";""
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Chest Dip";"2";"0.0";"4";"";"";"";"";""
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Chest Dip";"3";"0.0";"4";"";"";"";"";""
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Push-ups taps";"Note";"";"";"";"";"";"Less than middle ";""
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Push-ups taps";"1";"0.0";"5";"";"";"";"";""
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Push-ups taps";"2";"0.0";"5";"";"";"";"";""
"8";"2025-01-20 12:03:37";"Muscu";"3753";"Push-ups taps";"3";"0.0";"4";"";"";"";"";""
"9";"2025-01-21 11:27:46";"Rési doigts";"17";"Pyramide échauffement doigts";"1";"40.0";"4";"";"";"";"";""
"9";"2025-01-21 11:27:46";"Rési doigts";"17";"Pyramide échauffement doigts";"2";"40.0";"5";"";"";"";"";""
"9";"2025-01-21 11:27:46";"Rési doigts";"17";"Rési Doigts";"Note";"";"";"";"";"";"Hard !!";""
"9";"2025-01-21 11:27:46";"Rési doigts";"17";"Rési Doigts";"1";"22.0";"4";"";"";"";"";""
"9";"2025-01-21 11:27:46";"Rési doigts";"17";"Rési Doigts";"2";"22.0";"4";"";"";"";"";""
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Pyramide échauffement doigts";"1";"40.0";"5";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Pyramide échauffement doigts";"2";"40.0";"5";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts Crimp";"1";"40.0";"5";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts Crimp";"2";"42.0";"2";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts Crimp";"3";"40.0";"5";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts Crimp";"4";"40.0";"4";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts Crimp";"5";"40.0";"4";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts Crimp";"1";"42.0";"5";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts Crimp";"2";"42.0";"5";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts Crimp";"3";"42.0";"5";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts Crimp";"4";"42.0";"5";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts Crimp";"5";"42.0";"5";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts 3 finger drag";"1";"32.0";"5";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts 3 finger drag";"2";"32.0";"5";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts 3 finger drag";"3";"32.0";"5";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts 3 finger drag";"4";"32.0";"5";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts 3 finger drag";"1";"34.0";"4";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts 3 finger drag";"2";"34.0";"4";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts 3 finger drag";"3";"34.0";"5";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts 3 finger drag";"4";"34.0";"5";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts Pinch";"1";"22.0";"3";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts Pinch";"2";"22.0";"3";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts Pinch";"3";"22.0";"3";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts Pinch";"1";"22.0";"3";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts Pinch";"2";"22.0";"3";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts Pinch";"3";"22.0";"3";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts Sloper";"1";"15.0";"5";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts Sloper";"2";"15.0";"5";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts Sloper";"3";"15.0";"5";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts Sloper";"1";"15.0";"5";"";"";"";"";"Force Doigts / grimpe avant !"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts Sloper";"2";"15.0";"5";"";"";"";"";"Force Doigts / grimpe avant !"
