"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"54";"2026-08-14 09:35:35";"Force Doigts";"3654";"Force Doigts Pinch";"2";"20.0";"7";"";"";"";"";"Force Doigts"
"54";"2026-08-14 09:35:35";"Force Doigts";"3654";"Force Doigts Pinch";"3";"20.0";"6";"";"";"";"";"Force Doigts"
"54";"2026-08-14 09:35:35";"Force Doigts";"3654";"Force Doigts Pinch";"4";"20.0";"5";"";"";"";"";"Force Doigts"
"54";"2026-08-14 09:35:35";"Force Doigts";"3654";"Force Doigts Sloper";"1";"10.0";"6";"";"";"";"";"Force Doigts"
"54";"2026-08-14 09:35:35";"Force Doigts";"3654";"Force Doigts Sloper";"2";"15.0";"4";"";"";"";"";"Force Doigts"
"54";"2026-08-14 09:35:35";"Force Doigts";"3654";"Force Doigts Sloper";"3";"15.0";"4";"";"";"";"";"Force Doigts"
"54";"2026-08-14 09:35:35";"Force Doigts";"3654";"Force Doigts Sloper";"4";"15.0";"4";"";"";"";"";"Force Doigts"
"54";"2026-08-14 09:35:35";"Force Doigts";"3654";"Force Doigts Sloper";"1";"10.0";"6";"";"";"";"";"Force Doigts"
"54";"2026-08-14 09:35:35";"Force Doigts";"3654";"Force Doigts Sloper";"2";"15.0";"4";"";"";"";"";"Force Doigts"
"54";"2026-08-14 09:35:35";"Force Doigts";"3654";"Force Doigts Sloper";"3";"15.0";"4";"";"";"";"";"Force Doigts"
"54";"2026-08-14 09:35:35";"Force Doigts";"3654";"Force Doigts Sloper";"4";"15.0";"4";"";"";"";"";"Force Doigts"
"55";"2026-08-14 10:46:05";"Muscu";"1902";"Pull Up";"W";"0.0";"0";"";"";"";"";""
"55";"2026-08-14 10:46:05";"Muscu";"1902";"Pull Up";"1";"0.0";"5";"";"";"";"";""
"55";"2026-08-14 10:46:05";"Muscu";"1902";"Pull Up";"2";"0.0";"5";"";"";"";"";""
"55";"2026-08-14 10:46:05";"Muscu";"1902";"Pull Up";"3";"0.0";"5";"";"";"";"";""
"55";"2026-08-14 10:46:05";"Muscu";"1902";"Handstand Push Up";"Note";"";"";"";"";"";"Pike";""
"55";"2026-08-14 10:46:05";"Muscu";"1902";"Handstand Push Up";"1";"0.0";"5";"";"";"";"";""
"55";"2026-08-14 10:46:05";"Muscu";"1902";"Handstand Push Up";"2";"0.0";"4";"";"";"";"";""
"55";"2026-08-14 10:46:05";"Muscu";"1902";"Handstand Push Up";"3";"0.0";"3";"";"";"";"";""
"55";"2026-08-14 10:46:05";"Muscu";"1902";"Hanging Knee Raise";"1";"";"3";"";"";"";"";""
"55";"2026-08-14 10:46:05";"Muscu";"1902";"Hanging Knee Raise";"2";"";"3";"";"";"";"";""
"55";"2026-08-14 10:46:05";"Muscu";"1902";"Hanging Knee Raise";"3";"";"3";"";"";"";"";""
"55";"2026-08-14 10:46:05";"Muscu";"1902";"Push Up";"Note";"";"";"";"";"";"Archer bad form";""
"55";"2026-08-14 10:46:05";"Muscu";"1902";"Push Up";"1";"0.0";"4";"";"";"";"";""
"55";"2026-08-14 10:46:05";"Muscu";"1902";"Push Up";"2";"0.0";"4";"";"";"";"";""
"55";"2026-08-14 10:46:05";"Muscu";"1902";"Push Up";"3";"0.0";"4";"";"";"";"";""
"55";"2026-08-14 10:46:05";"Muscu";"1902";"Push Up";"Note";"";"";"";"";"";"Archer bad form";""
"55";"2026-08-14 10:46:05";"Muscu";"1902";"Push Up";"1";"0.0";"4";"";"";"";"";""
"55";"2026-08-14 10:46:05";"Muscu";"1902";"Push Up";"2";"0.0";"4";"";"";"";"";""
"55";"2026-08-14 10:46:05";"Muscu";"1902";"Push Up";"3";"0.0";"3";"";"";"";"";""
"55";"2026-08-14 10:46:05";"Muscu";"1902";"Chest Dip";"1";"0.0";"4";"";"";"";"";""
"55";"2026-08-14 10:46:05";"Muscu";"1902";"Chest Dip";"2";"0.0";"4";"";"";"";"";""
"55";"2026-08-14 10:46:05";"Muscu";"1902";"Push-ups taps";"Note";"";"";"";"";"";"Row";""
"55";"2026-08-14 10:46:05";"Muscu";"1902";"Push-ups taps";"1";"0.0";"10";"";"";"";"";""
"55";"2026-08-14 10:46:05";"Muscu";"1902";"Push-ups taps";"2";"0.0";"10";"";"";"";"";""
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Pyramide échauffement doigts";"1";"35.0";"7";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Pyramide échauffement doigts";"2";"35.0";"7";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts Crimp";"1";"37.0";"3";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts Crimp";"2";"37.0";"3";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts Crimp";"3";"37.0";"4";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts Crimp";"1";"38.0";"5";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts Crimp";"2";"38.0";"5";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts Crimp";"3";"38.0";"5";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts 3 finger drag";"1";"25.0";"7";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts 3 finger drag";"2";"30.0";"4";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts 3 finger drag";"3";"30.0";"3";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts 3 finger drag";"4";"30.0";"4";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts 3 finger drag";"1";"25.0";"7";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts 3 finger drag";"2";"30.0";"6";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts 3 finger drag";"3";"30.0";"6";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts 3 finger drag";"4";"30.0";"6";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts Pinch";"1";"15.0";"7";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts Pinch";"2";"20.0";"5";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts Pinch";"3";"20.0";"5";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts Pinch";"4";"20.0";"4";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts Pinch";"1";"15.0";"7";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts Pinch";"2";"20.0";"5";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts Pinch";"3";"20.0";"5";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts Pinch";"4";"20.0";"5";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts Sloper";"1";"10.0";"6";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts Sloper";"2";"15.0";"5";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts Sloper";"3";"15.0";"5";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts Sloper";"4";"15.0";"5";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts Sloper";"1";"10.0";"6";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts Sloper";"2";"15.0";"5";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts Sloper";"3";"15.0";"5";"";"";"";"";"Force Doigts"
"56";"2026-08-18 08:40:34";"Force Doigts";"4066";"Force Doigts Sloper";"4";"15.0";"5";"";"";"";"";"Force Doigts"
"57";"2026-08-18 09:56:40";"Muscu";"2407";"Pull Up";"W";"0.0";"0";"";"";"";"";""
"57";"2026-08-18 09:56:40";"Muscu";"2407";"Pull Up";"1";"0.0";"5";"";"";"";"";""
"57";"2026-08-18 09:56:40";"Muscu";"2407";"Pull Up";"2";"0.0";"5";"";"";"";"";""
"57";"2026-08-18 09:56:40";"Muscu";"2407";"Pull Up";"3";"0.0";"5";"";"";"";"";""
"57";"2026-08-18 09:56:40";"Muscu";"2407";"Handstand Push Up";"Note";"";"";"";"";"";"Pike";""
"57";"2026-08-18 09:56:40";"Muscu";"2407";"Handstand Push Up";"1";"0.0";"5";"";"";"";"";""
"57";"2026-08-18 09:56:40";"Muscu";"2407";"Handstand Push Up";"2";"0.0";"5";"";"";"";"";""
"57";"2026-08-18 09:56:40";"Muscu";"2407";"Handstand Push Up";"3";"0.0";"5";"";"";"";"";""
"57";"2026-08-18 09:56:40";"Muscu";"2407";"Hanging Knee Raise";"1";"";"3";"";"";"";"";""
"57";"2026-08-18 09:56:40";"Muscu";"2407";"Hanging Knee Raise";"2";"";"3";"";"";"";"";""
"57";"2026-08-18 09:56:40";"Muscu";"2407";"Hanging Knee Raise";"3";"";"3";"";"";"";"";""
"57";"2026-08-18 09:56:40";"Muscu";"2407";"Push Up";"Note";"";"";"";"";"";"Archer bad form";""
"57";"2026-08-18 09:56:40";"Muscu";"2407";"Push Up";"1";"0.0";"4";"";"";"";"";""
"57";"2026-08-18 09:56:40";"Muscu";"2407";"Push Up";"2";"0.0";"4";"";"";"";"";""
"57";"2026-08-18 09:56:40";"Muscu";"2407";"Push Up";"3";"0.0";"4";"";"";"";"";""
"57";"2026-08-18 09:56:40";"Muscu";"2407";"Push Up";"Note";"";"";"";"";"";"Archer bad form";""
"57";"2026-08-18 09:56:40";"Muscu";"2407";"Push Up";"1";"0.0";"4";"";"";"";"";""
"57";"2026-08-18 09:56:40";"Muscu";"2407";"Push Up";"2";"0.0";"4";"";"";"";"";""
"57";"2026-08-18 09:56:40";"Muscu";"2407";"Push Up";"3";"0.0";"3";"";"";"";"";""
"57";"2026-08-18 09:56:40";"Muscu";"2407";"Chin Up";"1";"0.0";"5";"";"";"";"";""
"57";"2026-08-18 09:56:40";"Muscu";"2407";"Chin Up";"2";"0.0";"4";"";"";"";"";""
"57";"2026-08-18 09:56:40";"Muscu";"2407";"Knee Raise (Captain's Chair)";"1";"0.0";"10";"";"";"";"";""
"57";"2026-08-18 09:56:40";"Muscu";"2407";"Knee Raise (Captain's Chair)";"2";"0.0";"10";"";"";"";"";""
